recall,precision
1.,0.0024968789013732834
1,0.00506649778340722
1,0.005069708491761723
1,0.0050729232720355105
1,0.005076142131979695
1,0.005079365079365079
1,0.005082592121982211
1,0.0050858232676414495
1,0.005089058524173028
1,0.005092297899427116
1,0.005095541401273885
1,0.005098789037603569
1,0.00510204081632653
1,0.005105296745373325
1,0.005108556832694764
1,0.005111821086261981
1,0.005115089514066497
1,0.005118362124120281
1,0.005121638924455826
1,0.005124919923126201
1,0.005128205128205128
1,0.005131494547787043
1,0.005134788189987163
1,0.005138086062941554
1,0.005141388174807198
1,0.005144694533762058
1,0.005148005148005148
1,0.0051513200257566
1,0.005154639175257732
1,0.0051579626047711154
1,0.005161290322580645
1,0.005164622336991607
1,0.00516795865633075
1,0.005171299288946348
1,0.00517464424320828
1,0.005177993527508091
1,0.0051813471502590676
1,0.005184705119896306
1,0.005188067444876783
1,0.005191434133679429
1,0.005194805194805195
1,0.005198180636777128
1,0.005201560468140442
1,0.00520494469746259
1,0.005208333333333333
1,0.005211726384364821
1,0.005215123859191656
1,0.005218525766470972
1,0.005221932114882507
1,0.005225342913128674
1,0.00522875816993464
1,0.005232177894048398
1,0.005235602094240838
1,0.005239030779305829
1,0.005242463958060288
1,0.005245901639344262
1,0.005249343832020997
1,0.005252790544977019
1,0.005256241787122208
1,0.005259697567389875
1,0.005263157894736842
1,0.005266622778143515
1,0.005270092226613966
1,0.005273566249176005
1,0.005277044854881266
1,0.005280528052805281
1,0.005284015852047556
1,0.005287508261731659
1,0.005291005291005291
1,0.005294506949040371
1,0.005298013245033113
1,0.005301524188204109
1,0.005305039787798408
1,0.0053085600530856005
1,0.005312084993359893
1,0.0053156146179402
1,0.005319148936170213
1,0.0053226879574184965
1,0.005326231691078562
1,0.005329780146568954
1,0.005333333333333333
1,0.00533689126084056
1,0.0053404539385847796
1,0.005344021376085505
1,0.0053475935828877
1,0.005351170568561873
1,0.00535475234270415
1,0.0053583389149363695
1,0.005361930294906166
1,0.0053655264922870555
1,0.005369127516778523
1,0.005372733378106112
1,0.005376344086021506
1,0.005379959650302623
1,0.005383580080753701
1,0.0053872053872053875
1,0.005390835579514825
1,0.005394470667565745
1,0.005398110661268556
1,0.0054017555705604325
1,0.005405405405405406
1,0.005409060175794456
1,0.005412719891745603
1,0.005416384563303994
1,0.005420054200542005
1,0.005423728813559322
1,0.005427408412483039
1,0.005431093007467753
1,0.005434782608695652
1,0.005438477226376614
1,0.005442176870748299
1,0.005445881552076242
1,0.005449591280653951
1,0.0054533060668029995
1,0.005457025920873124
1,0.005460750853242321
1,0.00546448087431694
1,0.005468215994531784
1,0.005471956224350205
1,0.0054757015742642025
1,0.005479452054794521
1,0.0054832076764907475
1,0.0054869684499314125
1,0.00549073438572409
1,0.005494505494505495
1,0.005498281786941581
1,0.005502063273727648
1,0.0055058499655884375
1,0.005509641873278237
1,0.005513439007580979
1,0.005517241379310344
1,0.005521048999309869
1,0.0055248618784530384
1,0.0055286800276434
1,0.005532503457814661
1,0.005536332179930796
1,0.00554016620498615
1,0.005544005544005544
1,0.005547850208044383
1,0.005551700208188758
1,0.005555555555555556
1,0.005559416261292564
1,0.005563282336578581
1,0.0055671537926235215
1,0.005571030640668524
1,0.005574912891986063
1,0.005578800557880056
1,0.005582693649685973
1,0.00558659217877095
1,0.005590496156533892
1,0.005594405594405594
1,0.005598320503848845
1,0.0056022408963585435
1,0.005606166783461808
1,0.005610098176718092
1,0.005614035087719298
1,0.0056179775280898875
1,0.005621925509486999
1,0.005625879043600563
1,0.005629838142153413
1,0.005633802816901409
1,0.005637773079633545
1,0.005641748942172073
1,0.0056457304163726185
1,0.005649717514124294
1,0.005653710247349823
1,0.005657708628005658
1,0.005661712668082095
1,0.0056657223796034
1,0.005669737774627924
1,0.005673758865248227
1,0.0056777856635912
1,0.005681818181818182
1,0.005685856432125089
1,0.005689900426742532
1,0.0056939501779359435
1,0.005698005698005698
1,0.005702066999287242
1,0.005706134094151213
1,0.005710206995003569
1,0.005714285714285714
1,0.005718370264474625
1,0.005722460658082976
1,0.00572655690765927
1,0.0057306590257879654
1,0.005734767025089606
1,0.005738880918220947
1,0.00574300071787509
1,0.005747126436781609
1,0.005751258087706686
1,0.0057553956834532375
1,0.005759539236861051
1,0.005763688760806916
1,0.005767844268204758
1,0.005772005772005772
1,0.005776173285198556
1,0.005780346820809248
1,0.005784526391901663
1,0.005788712011577424
1,0.005792903692976104
1,0.005797101449275362
1,0.005801305293691081
1,0.005805515239477504
1,0.005809731299927378
1,0.005813953488372093
1,0.005818181818181818
1,0.005822416302765648
1,0.005826656955571741
1,0.0058309037900874635
1,0.005835156819839533
1,0.00583941605839416
1,0.005843681519357195
1,0.005847953216374269
1,0.005852231163130944
1,0.005856515373352855
1,0.005860805860805861
1,0.005865102639296188
1,0.00586940572267058
1,0.005873715124816446
1,0.005878030859662013
1,0.0058823529411764705
1,0.005886681383370125
1,0.005891016200294551
1,0.0058953574060427415
1,0.0058997050147492625
1,0.005904059040590406
1,0.005908419497784343
1,0.005912786400591279
1,0.005917159763313609
1,0.005921539600296077
1,0.005925925925925926
1,0.005930318754633061
1,0.005934718100890208
1,0.005939123979213066
1,0.005943536404160475
1,0.005947955390334572
1,0.005952380952380952
1,0.005956813104988831
1,0.005961251862891207
1,0.005965697240865026
1,0.005970149253731343
1,0.00597460791635549
1,0.005979073243647235
1,0.005983545250560957
1,0.005988023952095809
1,0.00599250936329588
1,0.005997001499250375
1,0.006001500375093774
1,0.006006006006006006
1,0.006010518407212622
1,0.006015037593984963
1,0.006019563581640331
1,0.006024096385542169
1,0.006028636021100226
1,0.006033182503770739
1,0.0060377358490566035
1,0.006042296072507553
1,0.006046863189720333
1,0.006051437216338881
1,0.006056018168054504
1,0.006060606060606061
1,0.006065200909780136
1,0.006069802731411229
1,0.006074411541381929
1,0.0060790273556231
1,0.006083650190114068
1,0.0060882800608828
1,0.006092916984006093
1,0.006097560975609756
1,0.006102212051868803
1,0.0061068702290076335
1,0.006111535523300229
1,0.0061162079510703364
1,0.00612088752869166
1,0.006125574272588055
1,0.006130268199233717
1,0.006134969325153374
1,0.0061396776669224865
1,0.006144393241167435
1,0.006149116064565719
1,0.006153846153846154
1,0.006158583525789068
1,0.0061633281972265025
1,0.006168080185042405
1,0.006172839506172839
1,0.006177606177606178
1,0.0061823802163833074
1,0.006187161639597835
1,0.006191950464396285
1,0.006196746707978312
1,0.006201550387596899
1,0.0062063615205585725
1,0.006211180124223602
1,0.006216006216006216
1,0.006220839813374806
1,0.0062256809338521405
1,0.006230529595015576
1,0.006235385814497272
1,0.0062402496099844
1,0.00624512099921936
1,0.00625
1,0.006254886630179828
1,0.006259780907668232
1,0.006264682850430697
1,0.006269592476489028
1,0.006274509803921568
1,0.006279434850863423
1,0.006284367635506678
1,0.006289308176100629
1,0.006294256490952006
1,0.006299212598425197
1,0.006304176516942475
1,0.006309148264984227
1,0.006314127861089187
1,0.00631911532385466
1,0.006324110671936759
1,0.006329113924050633
1,0.006334125098970704
1,0.006339144215530904
1,0.006344171292624901
1,0.006349206349206349
1,0.006354249404289118
1,0.006359300476947536
1,0.006364359586316627
1,0.006369426751592357
1,0.006374501992031873
1,0.006379585326953748
1,0.006384676775738229
1,0.006389776357827476
1,0.006394884092725819
1,0.0064
1,0.006405124099279423
1,0.00641025641025641
1,0.006415396952686447
1,0.006420545746388443
1,0.00642570281124498
1,0.006430868167202572
1,0.006436041834271922
1,0.00644122383252818
1,0.0064464141821112
1,0.0064516129032258064
1,0.00645682001614205
1,0.006462035541195477
1,0.0064672594987873885
1,0.006472491909385114
1,0.006477732793522267
1,0.006482982171799027
1,0.006488240064882401
1,0.006493506493506494
1,0.006498781478472786
1,0.0065040650406504065
1,0.006509357200976403
1,0.006514657980456026
1,0.006519967400162999
1,0.0065252854812398045
1,0.006530612244897959
1,0.006535947712418301
1,0.006541291905151268
1,0.006546644844517185
1,0.006552006552006552
1,0.006557377049180328
1,0.006562756357670222
1,0.006568144499178982
1,0.00657354149548069
1,0.006578947368421052
1,0.006584362139917695
1,0.006589785831960461
1,0.006595218466611707
1,0.006600660066006601
1,0.006606110652353427
1,0.006611570247933884
1,0.006617038875103391
1,0.006622516556291391
1,0.006628003314001657
1,0.006633499170812604
1,0.006639004149377593
1,0.006644518272425249
1,0.006650041562759767
1,0.0066555740432612314
1,0.006661115736885929
1,0.006666666666666667
1,0.006672226855713094
1,0.00667779632721202
1,0.006683375104427736
1,0.006688963210702341
1,0.0066945606694560665
1,0.006700167504187605
1,0.006705783738474434
1,0.006711409395973154
1,0.006717044500419815
1,0.0067226890756302525
1,0.00672834314550042
1,0.006734006734006734
1,0.006739679865206402
1,0.006745362563237774
1,0.006751054852320675
1,0.006756756756756757
1,0.006762468300929839
1,0.00676818950930626
1,0.006773920406435224
1,0.006779661016949152
1,0.006785411365564037
1,0.006791171477079796
1,0.006796941376380629
1,0.006802721088435374
1,0.006808510638297872
1,0.0068143100511073255
1,0.0068201193520886615
1,0.006825938566552901
1,0.006831767719897523
1,0.006837606837606838
1,0.006843455945252352
1,0.00684931506849315
1,0.006855184233076264
1,0.00686106346483705
1,0.0068669527896995704
1,0.006872852233676976
1,0.006878761822871883
1,0.0068846815834767644
1,0.0068906115417743325
1,0.006896551724137931
1,0.006902502157031924
1,0.0069084628670120895
1,0.006914433880726016
1,0.006920415224913495
1,0.006926406926406926
1,0.006932409012131715
1,0.006938421509106678
1,0.006944444444444444
1,0.0069504778453518675
1,0.006956521739130435
1,0.006962576153176675
1,0.006968641114982578
1,0.006974716652136007
1,0.006980802792321117
1,0.0069868995633187774
1,0.006993006993006993
1,0.00699912510936133
1,0.0070052539404553416
1,0.007011393514460999
1,0.007017543859649123
1,0.007023705004389816
1,0.007029876977152899
1,0.007036059806508356
1,0.007042253521126761
1,0.007048458149779736
1,0.007054673721340388
1,0.00706090026478376
1,0.007067137809187279
1,0.007073386383731211
1,0.007079646017699115
1,0.0070859167404783
1,0.0070921985815602835
1,0.00709849157054126
1,0.007104795737122558
1,0.0071111111111111115
1,0.0071174377224199285
1,0.007123775601068566
1,0.0071301247771836
1,0.007136485280999108
1,0.007142857142857143
1,0.0071492403932082215
1,0.007155635062611807
1,0.007162041181736795
1,0.007168458781362007
